,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
554576,1434,1753,1,974763054,F,1,10,495321,Half Baked (1998),Comedy,False
951523,4578,742,2,964797232,M,25,0,02134,Thinner (1996),Horror|Thriller,False
594538,4855,3004,4,962831203,M,25,12,90034,"Bachelor, The (1999)",Comedy|Romance,False
949166,4798,407,4,962970943,M,25,1,19335,In the Mouth of Madness (1995),Horror|Thriller,False
9226,1413,2804,4,985396637,M,18,3,98122,"Christmas Story, A (1983)",Comedy|Drama,False
42514,2680,1,2,973389400,M,25,12,01864,Toy Story (1995),Animation|Children's|Comedy,False
182935,3754,3421,5,966118406,M,56,7,94612,Animal House (1978),Comedy,False
720672,3900,798,2,965874704,F,25,14,55343,Daylight (1996),Action|Adventure|Thriller,False
799278,2073,3548,4,974662888,F,18,4,13148,Auntie Mame (1958),Comedy|Drama,False
546299,4386,1230,4,965232541,M,25,5,74055,Annie Hall (1977),Comedy|Romance,False
574131,1690,3897,4,974708659,M,35,16,98029,Almost Famous (2000),Comedy|Drama,False
494873,1635,2193,4,974854089,M,25,0,97212,Willow (1988),Action|Adventure|Fantasy,False
983302,4169,2589,2,994119834,M,50,0,66048,Friends & Lovers (1999),Comedy|Drama|Romance,False
614741,3427,628,4,967345256,M,25,14,78267,Primal Fear (1996),Drama|Thriller,False
778724,5636,2262,3,959052391,M,25,7,98102,About Last Night... (1986),Comedy|Drama|Romance,False
185199,2752,1394,5,973195754,M,25,15,77006,Raising Arizona (1987),Comedy,False
440530,4227,592,4,965318979,M,25,19,11414-2520,Batman (1989),Action|Adventure|Crime|Drama,False
902386,4539,1305,2,964686578,M,35,19,01054,"Paris, Texas (1984)",Drama,False
263555,1949,1127,5,974694856,M,18,17,92595,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
304850,5124,2395,3,962199674,M,35,2,20818,Rushmore (1998),Comedy,False
987770,3824,2477,2,966541021,M,25,17,32308,Firewalker (1986),Adventure,False
847908,3209,507,1,968546588,M,25,0,21555,"Perfect World, A (1993)",Action|Drama,False
313337,3900,497,4,965875477,F,25,14,55343,Much Ado About Nothing (1993),Comedy|Romance,False
606822,1150,500,2,974877626,F,25,20,75226,Mrs. Doubtfire (1993),Comedy,False
1252,4451,1193,4,965091357,M,25,14,30101,One Flew Over the Cuckoo's Nest (1975),Drama,False
306785,173,412,3,1009653295,M,25,0,45237,"Age of Innocence, The (1993)",Drama,False
535365,2333,3254,4,984324779,M,50,6,13035,Wayne's World 2 (1993),Comedy,False
92738,928,1188,5,975193696,F,56,16,98199,Strictly Ballroom (1992),Comedy|Romance,False
210788,537,1136,4,976137302,M,45,14,07704,Monty Python and the Holy Grail (1974),Comedy,False
197699,5355,1580,2,960597057,M,56,0,78232,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
51557,1475,1207,5,974754549,F,25,2,75075,To Kill a Mockingbird (1962),Drama,False
801823,5128,3366,4,962433873,M,50,7,94709,Where Eagles Dare (1969),Action|Adventure|War,False
643135,1088,3827,4,991603679,F,1,10,98103,Space Cowboys (2000),Action|Sci-Fi,False
148385,4116,1597,5,965362661,M,35,7,07040,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
941671,2231,2210,3,974606967,M,50,11,85726,Sabotage (1936),Thriller,False
526876,4867,2378,4,962892312,M,25,16,04101,Police Academy (1984),Comedy,False
631605,17,2664,5,978160546,M,50,1,95350,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,False
104578,5776,589,4,958169667,M,18,12,97205,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
58237,3390,608,4,967510825,F,45,20,02476,Fargo (1996),Crime|Drama|Thriller,False
492669,3272,351,4,968197922,M,35,0,08330,"Corrina, Corrina (1994)",Comedy|Drama|Romance,False
977690,5429,31,4,960075869,F,25,1,02460,Dangerous Minds (1995),Drama,False
159801,5519,349,3,959656785,M,35,15,33167,Clear and Present Danger (1994),Action|Adventure|Thriller,False
481780,1861,344,3,974703764,M,50,16,92129,Ace Ventura: Pet Detective (1994),Comedy,False
599464,1546,257,4,974822348,M,25,4,22903,Just Cause (1995),Mystery|Thriller,False
999427,5492,2831,2,996711728,M,18,4,55104,"Dog of Flanders, A (1999)",Drama,False
709512,4705,1689,4,963672938,F,18,0,75115,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,False
725214,5443,2794,5,959983072,M,25,12,01915,European Vacation (1985),Comedy,False
106168,238,1945,5,976760175,F,50,7,90291,On the Waterfront (1954),Crime|Drama,False
592634,3650,141,4,966458652,M,25,0,60611,"Birdcage, The (1996)",Comedy,False
543958,5289,2393,3,961084973,M,45,2,94102,Star Trek: Insurrection (1998),Action|Sci-Fi,False
507619,3074,2436,5,977084818,M,25,0,23451,Tea with Mussolini (1999),Comedy,False
624549,5402,2761,4,960258533,F,25,0,30102,"Iron Giant, The (1999)",Animation|Children's,False
439348,5142,2640,5,962147251,M,25,1,92101,Superman (1978),Action|Adventure|Sci-Fi,False
986846,2609,2075,4,973727076,F,50,12,55391,Mephisto (1981),Drama|War,False
918852,5448,2819,3,960052682,M,45,19,60626,Three Days of the Condor (1975),Thriller,False
788340,735,3686,3,975695036,M,25,14,04240,Flatliners (1990),Thriller,False
335016,1136,3753,4,974956891,F,35,7,90274,"Patriot, The (2000)",Action|Drama|War,False
354006,1172,2336,5,974860336,F,25,0,61801,Elizabeth (1998),Drama,False
897962,3037,22,4,970268878,F,25,2,97333,Copycat (1995),Crime|Drama|Thriller,False
923335,1264,2803,2,974821465,M,25,1,53711,"Pelican Brief, The (1993)",Thriller,False
475141,4489,1375,3,965010619,M,18,4,78613,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
789929,4497,2459,2,964998712,M,50,0,29678,"Texas Chainsaw Massacre, The (1974)",Horror,False
647102,5501,2455,3,959797024,M,25,2,33334,"Fly, The (1986)",Horror|Sci-Fi,False
258092,1925,1912,4,974696823,M,50,7,92886,Out of Sight (1998),Action|Crime|Romance,False
904283,1767,3794,4,974703649,M,25,20,75205,Chuck & Buck (2000),Comedy|Drama,False
684270,524,1094,4,976169476,M,18,0,91320,"Crying Game, The (1992)",Drama|Romance|War,False
859590,663,1590,4,975646477,F,25,7,12345,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
756946,4006,2301,5,965553168,M,1,7,48038,History of the World: Part I (1981),Comedy,False
959552,4666,2361,2,964809608,M,35,1,53704,Pink Flamingos (1972),Comedy,False
501677,4852,953,5,962850459,M,35,0,42025,It's a Wonderful Life (1946),Drama,False
688915,5550,1327,4,959621476,M,35,15,48187,"Amityville Horror, The (1979)",Horror,False
461150,3834,2161,5,966399633,M,18,2,02322,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
164227,3028,1527,5,970439890,M,1,10,12701,"Fifth Element, The (1997)",Action|Sci-Fi,False
132213,5404,1552,3,960257344,M,25,0,30068,Con Air (1997),Action|Adventure|Thriller,False
463463,4086,830,4,965503806,F,1,10,55391,"First Wives Club, The (1996)",Comedy,False
904708,801,1228,4,975401959,F,25,20,95776,Raging Bull (1980),Drama,False
875004,3393,1459,3,967498217,M,35,12,60563,Absolute Power (1997),Mystery|Thriller,False
576146,4747,2616,3,963242341,M,18,4,26201,Dick Tracy (1990),Action|Crime,False
838354,2038,1964,4,974671909,F,45,1,33301,Klute (1971),Drama|Mystery,False
784314,4343,381,4,965228568,M,25,12,75007,When a Man Loves a Woman (1994),Drama,False
124834,1112,2353,3,974945600,M,18,6,19104,Enemy of the State (1998),Action|Thriller,False
413627,1837,1446,4,974842269,M,25,2,08817,Kolya (1996),Comedy,False
223399,1938,2947,3,974695116,F,25,2,91351,Goldfinger (1964),Action,False
996501,2258,3759,3,982437706,F,18,4,10033,Fun and Fancy Free (1947),Animation|Children's|Musical,False
561439,4310,249,3,965351061,M,25,4,57006,Immortal Beloved (1994),Drama|Romance,False
998758,4957,1898,3,962908557,M,25,2,48197,"Land Girls, The (1998)",Drama|War,False
139398,1727,95,3,974707912,M,35,16,50317,Broken Arrow (1996),Action|Thriller,False
419145,6007,1307,4,956789129,M,35,17,80537,When Harry Met Sally... (1989),Comedy|Romance,False
540114,139,1080,5,977361187,F,25,20,45409,Monty Python's Life of Brian (1979),Comedy,False
269813,1264,2723,4,975885342,M,25,1,53711,Mystery Men (1999),Action|Adventure|Comedy,False
648339,5526,707,3,959634641,F,35,2,27514,Mulholland Falls (1996),Crime|Film-Noir|Thriller,False
458293,2064,2300,5,974665678,M,35,1,01020,"Producers, The (1968)",Comedy|Musical,False
819238,4337,1272,4,965237239,M,18,20,76135,Patton (1970),Drama|War,False
75458,3830,1213,5,965932418,M,18,4,60630,GoodFellas (1990),Crime|Drama,False
520283,3410,1135,3,967492958,M,35,1,20653,Private Benjamin (1980),Comedy,False
21769,493,2321,3,976216100,M,50,7,55016,Pleasantville (1998),Comedy,False
371328,4058,1711,3,965493192,M,25,6,73118,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
5011,2955,2355,4,971206787,M,35,14,92025,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
282734,4937,2599,3,962646253,M,35,0,02108,Election (1999),Comedy,False
368905,1466,1277,4,974756474,M,18,4,29201,Cyrano de Bergerac (1990),Action|Drama|Romance,False
209817,1613,2115,4,974738464,M,18,20,61801,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
438235,5282,1269,3,961165630,F,18,4,63146,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,False
171178,1968,1784,3,974692128,M,25,11,85258,As Good As It Gets (1997),Comedy|Drama,False
777679,1835,2403,5,974879565,M,25,19,11501,First Blood (1982),Action,False
830648,1884,2612,4,975739167,M,45,20,93108,Mildred Pierce (1945),Drama,False
801944,5928,3370,3,957270034,M,45,1,14760,Betrayed (1988),Drama|Thriller,False
330721,1404,597,3,974766145,M,50,16,91360,Pretty Woman (1990),Comedy|Romance,False
595582,4344,2719,1,965222932,M,25,1,44240,"Haunting, The (1999)",Horror|Thriller,False
524196,4524,3174,3,964813329,M,25,2,55113,Man on the Moon (1999),Comedy|Drama,False
537846,4387,1586,5,965430527,F,18,4,63109,G.I. Jane (1997),Action|Drama|War,False
826223,984,3167,3,975116942,M,50,16,92129,Carnal Knowledge (1971),Drama,False
351342,1121,474,4,974923350,M,56,7,78701,In the Line of Fire (1993),Action|Thriller,False
478968,1053,2826,2,974952303,M,35,0,18360,"13th Warrior, The (1999)",Action|Horror|Thriller,False
929016,2265,1582,3,974653470,M,56,13,60506,Wild America (1997),Adventure|Children's,False
977585,710,31,3,978586309,M,25,20,85207,Dangerous Minds (1995),Drama,False
860433,663,2986,3,975652742,F,25,7,12345,Robocop 2 (1990),Action|Crime|Sci-Fi,False
132896,3491,736,4,967069599,M,25,16,28542,Twister (1996),Action|Adventure|Romance|Thriller,False
621633,3610,1911,4,966610982,M,18,6,30064,Doctor Dolittle (1998),Comedy,False
418642,4150,1307,3,965343693,M,25,0,29672,When Harry Met Sally... (1989),Comedy|Romance,False
223383,1812,2947,3,1030120465,F,25,12,48103,Goldfinger (1964),Action,False
764729,2457,724,3,974180430,M,25,0,60656,"Craft, The (1996)",Drama|Horror,False
738816,5524,903,5,959639000,F,1,10,26505,Vertigo (1958),Mystery|Thriller,False
944201,127,3754,2,987207177,F,45,3,01770,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,False
742720,4136,3556,5,965348690,M,50,16,60056,"Virgin Suicides, The (1999)",Comedy|Drama,False
442728,4258,2140,3,968779065,M,25,17,19711,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
970145,5880,2330,3,958404137,M,25,1,08904,Hands on a Hard Body (1996),Documentary,False
373938,2131,253,4,974643990,M,25,0,01701,Interview with the Vampire (1994),Drama|Horror,False
374431,5917,253,3,957315089,F,50,1,94550,Interview with the Vampire (1994),Drama|Horror,False
443280,531,1271,4,978972506,F,18,14,22206,Fried Green Tomatoes (1991),Drama,False
776112,3778,852,3,966037835,M,25,0,61832,Tin Cup (1996),Comedy|Romance,False
786390,2230,605,4,974599081,F,45,1,60302,One Fine Day (1996),Drama|Romance,False
670963,1698,3639,4,975871986,M,35,2,97214,"Man with the Golden Gun, The (1974)",Action,False
71842,2344,1210,4,974413724,M,25,12,02139,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
298103,1268,3260,4,974835987,M,50,2,10028,Howards End (1992),Drama,False
570962,1968,481,1,974742767,M,25,11,85258,Kalifornia (1993),Drama|Thriller,False
365682,1140,1411,3,974877504,F,45,2,73069,Hamlet (1996),Drama,False
812534,5369,1235,1,960489068,M,25,15,02139,Harold and Maude (1971),Comedy,False
714296,2590,3896,5,973930572,M,18,4,94044,"Way of the Gun, The (2000)",Crime|Thriller,False
968694,4064,1273,4,965477835,M,45,0,20851,Down by Law (1986),Comedy|Drama,False
818788,33,1272,4,978982999,M,45,3,55421,Patton (1970),Drama|War,False
432574,2263,2,4,974581386,M,25,6,70508,Jumanji (1995),Adventure|Children's|Fantasy,False
392846,10,223,2,978225900,F,35,1,95370,Clerks (1994),Comedy,False
233190,1489,2770,1,975118468,F,35,2,60201,Bowfinger (1999),Comedy,False
713251,5359,173,2,960604321,M,18,16,27705,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
840299,411,945,3,976387716,F,45,1,43214,Top Hat (1935),Comedy|Musical|Romance,False
411275,3834,3253,5,966402474,M,18,2,02322,Wayne's World (1992),Comedy,False
762504,4352,688,3,965534590,M,18,4,11010,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,False
450834,4217,316,4,966189163,M,18,4,18042,Stargate (1994),Action|Adventure|Sci-Fi,False
446627,5029,671,2,962566273,M,25,4,70115,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
54293,4536,2028,5,964716654,M,18,12,53715,Saving Private Ryan (1998),Action|Drama|War,False
150946,5015,1955,4,962587502,M,35,6,92672,Kramer Vs. Kramer (1979),Drama,False
570112,5269,2883,4,961166247,M,18,0,37211,Mumford (1999),Comedy,False
568801,4784,440,5,963253417,F,35,6,48105,Dave (1993),Comedy|Romance,False
658352,919,2145,4,975203802,F,35,1,92056,Pretty in Pink (1986),Comedy|Drama|Romance,False
784457,1314,455,4,975534500,F,18,4,68154,Free Willy (1993),Adventure|Children's|Drama,False
169842,5636,2728,4,1025247207,M,25,7,98102,Spartacus (1960),Drama,False
704357,1128,1219,5,974905336,M,25,1,72701,Psycho (1960),Horror|Thriller,False
646733,3274,2455,3,979767114,M,25,20,02062,"Fly, The (1986)",Horror|Sci-Fi,False
340522,3128,17,4,969291904,M,18,2,10012,Sense and Sensibility (1995),Drama|Romance,False
859802,3311,1590,4,967956546,M,25,4,90039,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
799065,2031,906,4,974671518,M,35,20,60640,Gaslight (1944),Mystery|Thriller,False
363156,3320,2429,3,968522234,M,25,1,56082,Mighty Joe Young (1998),Adventure|Children's|Drama,False
532019,5451,1073,4,959933279,F,25,1,98115,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
139605,3681,95,4,966356158,M,25,7,29662,Broken Arrow (1996),Action|Thriller,False
740611,1794,3044,1,974706993,M,25,11,20878,Dead Again (1991),Mystery|Romance|Thriller,False
775166,5831,278,3,957897489,M,25,1,92120,Miami Rhapsody (1995),Comedy,False
289840,3507,1729,4,967066503,M,25,0,02472,Jackie Brown (1997),Crime|Drama,False
365794,2888,1411,5,972057154,M,25,14,55438,Hamlet (1996),Drama,False
641789,4167,1206,5,965335350,M,25,20,22032,"Clockwork Orange, A (1971)",Sci-Fi,False
443555,3363,1271,5,967669155,F,35,9,04046,Fried Green Tomatoes (1991),Drama,False
531985,5321,1073,3,960864169,M,25,4,02457,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
374175,4007,253,4,965549416,M,35,12,88005,Interview with the Vampire (1994),Drama|Horror,False
995822,5182,2486,3,961787615,F,35,7,55441,24-hour Woman (1998),Drama,False
823138,2986,3203,3,970807407,M,25,4,24060,Dead Calm (1989),Thriller,False
662504,264,2739,3,976712536,M,35,0,20755,"Color Purple, The (1985)",Drama,False
800749,3967,1208,3,968872438,F,18,2,13603,Apocalypse Now (1979),Drama|War,False
195375,5412,2167,4,960240833,M,25,12,97330,Blade (1998),Action|Adventure|Horror,False
504414,4819,520,1,962926695,M,35,18,17350,Robin Hood: Men in Tights (1993),Comedy,False
300814,855,1732,4,976408223,F,18,2,72701,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
980114,1767,3909,3,974701248,M,25,20,75205,Woman on Top (2000),Comedy|Romance,False
86435,1883,902,3,974876060,F,50,0,94521,Breakfast at Tiffany's (1961),Drama|Romance,False
463381,2453,830,1,974188815,M,25,7,55429,"First Wives Club, The (1996)",Comedy,False
724754,3557,1991,3,966808077,M,18,5,48185,Child's Play (1988),Horror,False
394405,1329,3298,3,976914601,M,18,14,60194,Boiler Room (2000),Drama,False
660881,5475,3526,5,960940472,M,25,4,94110,Parenthood (1989),Comedy|Drama,False
958255,3118,306,4,969408531,M,25,0,77025,Three Colors: Red (1994),Drama,False
449829,1449,3388,1,975519463,M,35,20,17112,Harry and the Hendersons (1987),Comedy,False
454831,3085,750,5,998322503,M,25,4,78703,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
334558,3919,3536,4,965736284,M,45,0,73702,Keeping the Faith (2000),Comedy|Romance,False
295992,2414,1517,4,976749754,M,25,1,49503,Austin Powers: International Man of Mystery (1997),Comedy,False
392361,3652,367,4,966460703,M,25,12,94608,"Mask, The (1994)",Comedy|Crime|Fantasy,False
420056,5786,2622,2,958145403,M,25,6,53211,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,False
822002,2786,2178,4,972972773,M,25,4,60201,Frenzy (1972),Thriller,False
787791,3589,2950,2,966657406,F,45,0,80010,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,False
804566,1960,3405,4,975458056,M,45,7,55555,"Night to Remember, A (1958)",Action|Drama,False
660054,5239,1275,4,961442806,M,35,7,07043,Highlander (1986),Action|Adventure,False
365025,1327,161,3,974777448,M,1,10,12159,Crimson Tide (1995),Drama|Thriller|War,False
845912,2743,2250,3,973221463,M,25,14,72601,Men Don't Leave (1990),Drama,False
220316,3721,1387,3,966226069,M,25,15,94065,Jaws (1975),Action|Horror,False
399528,3957,1343,4,965674819,M,35,11,40242,Cape Fear (1991),Thriller,False
387033,3742,2329,4,966145898,M,25,0,90266,American History X (1998),Drama,False
147951,970,1597,3,975112279,M,25,0,27615,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
587765,3829,2572,3,965931881,F,25,1,22307,10 Things I Hate About You (1999),Comedy|Romance,False
930745,922,3946,2,975215976,M,56,16,48009,Get Carter (2000),Action|Drama|Thriller,False
38017,271,2762,5,976635983,M,18,4,48202,"Sixth Sense, The (1999)",Thriller,False
118607,4523,480,4,964819511,M,18,2,55304,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
806302,2934,1041,3,971491289,F,35,20,91324,Secrets & Lies (1996),Drama,False
276244,2445,1429,4,974217458,M,25,0,48104,Jackie Chan's First Strike (1996),Action,False
707684,218,3053,2,976842517,M,35,14,95822,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
457812,5795,2662,4,958143758,M,25,1,92688,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
31023,5744,1097,4,958532826,F,25,4,66044,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
692728,4169,2574,2,976589868,M,50,0,66048,"Out-of-Towners, The (1999)",Comedy,False
267416,349,2291,2,1016591033,M,1,10,08035,Edward Scissorhands (1990),Drama|Romance,False
193507,4132,1291,5,965354158,M,25,17,80112,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
584421,3471,2528,4,973297001,M,18,4,80302,Logan's Run (1976),Action|Adventure|Sci-Fi,False
361655,518,58,5,980809111,F,35,12,75240,"Postino, Il (The Postman) (1994)",Drama|Romance,False
25076,4322,1270,5,965257486,F,50,6,75605,Back to the Future (1985),Comedy|Sci-Fi,False
64993,2321,2268,3,997929005,M,25,7,30115,"Few Good Men, A (1992)",Crime|Drama,False
684432,1291,1094,5,974791242,F,35,0,10011,"Crying Game, The (1992)",Drama|Romance|War,False
134668,3169,1198,5,968810377,M,50,0,23518,Raiders of the Lost Ark (1981),Action|Adventure,False
687605,4071,1321,4,965612539,M,25,17,33823,"American Werewolf in London, An (1981)",Horror,False
864205,4426,2110,3,965109848,M,45,17,93401,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,False
240973,182,296,4,977085598,M,18,4,03052,Pulp Fiction (1994),Crime|Drama,False
957503,5848,1354,4,957785204,M,50,20,20009,Breaking the Waves (1996),Drama,False
169000,4637,780,5,964033266,F,35,9,48302,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
313587,5938,497,4,981066990,M,25,1,35401,Much Ado About Nothing (1993),Comedy|Romance,False
249204,3227,3006,5,968683858,F,25,14,60657,"Insider, The (1999)",Drama,False
902695,1117,2112,4,975693744,M,18,14,10017,Grand Canyon (1991),Crime|Drama,False
517184,1899,2872,4,975035544,F,45,6,02135,Excalibur (1981),Action|Drama|Fantasy|Romance,False
939870,3189,3776,1,968886342,M,25,16,90292,Melody Time (1948),Animation|Children's|Musical,False
163401,5995,920,5,956856001,F,35,1,14618,Gone with the Wind (1939),Drama|Romance|War,False
395420,2380,3948,3,978095435,M,25,4,22903,Meet the Parents (2000),Comedy,False
439741,853,592,4,975347717,M,25,17,55447,Batman (1989),Action|Adventure|Crime|Drama,False
635749,563,2912,4,976042437,M,25,4,53703,"Limey, The (1999)",Action|Crime|Drama,False
218395,4942,3702,3,962642080,M,45,12,40515,Mad Max (1979),Action|Sci-Fi,False
448130,3724,3525,4,966222230,M,35,6,77083,Bachelor Party (1984),Comedy,False
677850,2279,2373,2,974561832,M,50,7,08816,Red Sonja (1985),Action|Adventure,False
20605,1889,2797,4,976434254,M,18,14,80023,Big (1988),Comedy|Fantasy,False
221979,4478,3527,3,984000487,M,1,12,02138,Predator (1987),Action|Sci-Fi|Thriller,False
761840,1496,157,3,974755323,M,25,17,94108,Canadian Bacon (1994),Comedy|War,False
344200,2012,2469,3,974679548,M,25,4,49456,Peggy Sue Got Married (1986),Comedy|Romance,False
213614,4026,2951,4,965518883,M,25,7,68164,"Fistful of Dollars, A (1964)",Action|Western,False
243030,5874,296,5,957562907,M,25,4,01002,Pulp Fiction (1994),Crime|Drama,False
11956,3363,919,4,967670596,F,35,9,04046,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
805327,5683,494,3,959399560,F,18,9,94538,Executive Decision (1996),Action|Thriller,False
146889,5046,3735,5,962508548,M,25,16,60614,Serpico (1973),Crime|Drama,False
930997,4285,3710,4,965281840,M,35,0,62704,Action Jackson (1988),Action|Comedy,False
469885,499,339,5,976213029,F,25,1,55108,While You Were Sleeping (1995),Comedy|Romance,False
984499,3945,3048,3,965695154,F,45,1,96778,Under the Rainbow (1981),Comedy,False
512724,5338,1200,5,960741052,M,25,17,27609,Aliens (1986),Action|Sci-Fi|Thriller|War,False
368713,3691,741,4,966611573,M,25,7,21030,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
384741,1908,25,1,974695057,M,56,13,95129,Leaving Las Vegas (1995),Drama|Romance,False
620355,3683,2701,1,966353891,M,25,2,30606,Wild Wild West (1999),Action|Sci-Fi|Western,False
658891,5604,2145,4,959834833,M,35,15,63117,Pretty in Pink (1986),Comedy|Drama|Romance,False
411121,3080,3253,5,969809781,M,25,20,55410,Wayne's World (1992),Comedy,False
205911,4352,2470,3,965533909,M,18,4,11010,Crocodile Dundee (1986),Adventure|Comedy,False
282809,5286,2599,5,961090563,M,45,16,97068,Election (1999),Comedy,False
793817,331,1180,5,976386218,M,25,7,55902,Hear My Song (1991),Comedy,False
714239,1449,3896,3,986080873,M,35,20,17112,"Way of the Gun, The (2000)",Crime|Thriller,False
306051,3065,2683,3,969998244,F,18,4,48135,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
84572,4622,1610,4,964116468,M,25,12,55433,"Hunt for Red October, The (1990)",Action|Thriller,False
427534,1717,1831,1,974706705,F,50,6,30307,Lost in Space (1998),Action|Sci-Fi|Thriller,False
71073,710,1210,4,975572791,M,25,20,85207,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
157705,3608,380,4,966613135,F,35,9,02879,True Lies (1994),Action|Adventure|Comedy|Romance,False
979238,4055,483,3,965494799,M,50,0,98826,King of the Hill (1993),Drama,False
856070,4908,1924,2,962685021,M,35,15,85282,Plan 9 from Outer Space (1958),Horror|Sci-Fi,False
380550,5759,1660,3,959818950,F,25,1,08904,Eve's Bayou (1997),Drama,False
771909,2173,3543,1,974611048,M,50,13,87502,Diner (1982),Comedy|Drama,False
879727,3873,19,1,965840177,F,45,2,94558,Ace Ventura: When Nature Calls (1995),Comedy,False
417820,916,1307,4,975203015,F,25,1,92084,When Harry Met Sally... (1989),Comedy|Romance,False
218970,3509,2366,2,966975768,M,18,4,02115,King Kong (1933),Action|Adventure|Horror,False
721001,4041,799,4,965503982,M,18,3,48005,"Frighteners, The (1996)",Comedy|Horror,False
805088,2106,494,2,974751174,F,18,20,495321,Executive Decision (1996),Action|Thriller,False
539850,4906,1220,2,962735529,M,50,17,49506,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
847630,5153,1395,4,961970971,M,25,7,60046,Tin Men (1987),Comedy|Drama,False
140665,602,2571,5,975877787,F,56,6,14612,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
377957,3460,2023,4,967183537,M,1,4,10012,"Godfather: Part III, The (1990)",Action|Crime|Drama,False
437602,5553,1339,4,959455679,M,35,3,29425,Bram Stoker's Dracula (1992),Horror|Romance,False
790729,587,3263,3,976032635,M,25,20,92649,White Men Can't Jump (1992),Comedy,False
426462,2073,1256,4,974661427,F,18,4,13148,Duck Soup (1933),Comedy|War,False
523727,1613,3174,4,974730041,M,18,20,61801,Man on the Moon (1999),Comedy|Drama,False
142191,4122,2571,4,965356695,M,18,19,82070,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
840810,1780,3091,3,980402522,M,35,1,22181,Kagemusha (1980),Drama|War,False
578252,4387,2641,4,965430549,F,18,4,63109,Superman II (1980),Action|Adventure|Sci-Fi,False
441323,4177,596,4,965337282,M,35,17,90680,Pinocchio (1940),Animation|Children's,False
911142,850,1066,5,975349769,M,35,0,60640,Shall We Dance? (1937),Comedy|Musical|Romance,False
561644,802,1288,4,975401024,M,25,16,22801,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
303070,338,3624,3,988170850,M,35,7,55116,Shanghai Noon (2000),Action,False
868219,2106,355,1,974756214,F,18,20,495321,"Flintstones, The (1994)",Children's|Comedy,False
892870,2896,2606,3,972018106,M,18,14,60073,Idle Hands (1999),Comedy|Horror,False
998345,2088,3333,3,974660801,M,50,7,60618,"Killing of Sister George, The (1968)",Drama,False
131468,780,1552,3,975437285,M,25,17,91776,Con Air (1997),Action|Adventure|Thriller,False
11413,1354,919,4,975458868,F,25,2,94040,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
409563,49,1148,3,977972439,M,18,12,77084,"Wrong Trousers, The (1993)",Animation|Comedy,False
356493,1776,1682,5,974700311,M,25,0,45801,"Truman Show, The (1998)",Drama,False
94590,1087,3256,2,976132437,M,25,16,08826,Patriot Games (1992),Action|Thriller,False
